,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
659,2012,OK,0.496,0.437,0.25451910233925,279.81,16.0,368.0,640.5,South,223.242,0.020063906,"$1,500 and 1½ x HQW",209.57,11.98,275.62,202.91,11.6,266.86,371.53,21.24,488.63,305.22,17.45,401.42
660,2012,OR,0.462,0.44,0.3289555134005,302.61,118.0,507.0,688.48,West,232.376,0.02659876675,"BPW > $1,000 and BPW > 1½ x HQW; or 500 hours of employment in BP",227.63,88.76,381.38,209.76,81.79,351.43,421.71,164.44,706.54,331.91,129.43,556.1
661,2012,PA,0.54,0.513,0.428805149727,358.04,35.0,573.0,698.12,Northeast,245.698,0.019331253750000003,"$800 in HQ; $1,320 in BP; at least 20% of BPW outside HQ; 16 credit weeks in BP",261.43,25.56,418.38,261.85,25.6,419.06,457.26,44.7,731.79,381.71,37.31,610.88
662,2012,PR,0.366,0.336,0.20419451125927,119.27,7.0,133.0,355.44,Northeast,245.698,,40 x WBA; $280 minimum; $77 in 1 qtr; wages in 2 qtrs,87.09,5.11,97.11,,,,152.32,8.94,169.86,,,
663,2012,RI,0.553,0.518,0.25567676933994,373.65,68.0,566.0,720.79,Northeast,245.698,,"1½ x HQW. 200 x minimum hourly wage in 1 qtr and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",272.83,49.65,413.27,,,,477.2,86.84,722.85,,,
664,2012,SC,0.474,0.437,0.20582956152372,242.27,42.0,326.0,553.89,South,223.242,0.0177537568,"1½ x HQW; $4,455 minimum; $1,092 in HQ",181.45,31.46,244.16,178.29,30.91,239.91,321.69,55.77,432.86,243.89,42.28,328.18
665,2012,SD,0.461,0.423,0.15917341613658,273.15,28.0,323.0,645.09,Midwest,219.1,,$728 in HQ; 20 x WBA outside HQ,209.82,21.51,248.11,,,,352.51,36.14,416.85,,,
666,2012,TN,0.401,0.359,0.17257144244537,219.49,30.0,275.0,610.73,South,223.242,0.026958660500000002,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,164.39,22.47,205.96,160.03,21.87,200.5,291.44,39.83,365.15,243.33,33.26,304.87
667,2012,TX,0.507,0.443,0.19291251388478,333.6,61.0,426.0,752.77,South,223.242,0.023244434749999997,37 x WBA; wages in at least 2 qtrs,249.85,45.69,319.06,246.43,45.06,314.68,442.96,81.0,565.65,356.19,65.13,454.85
668,2012,UT,0.493,0.455,0.25630578697631,328.33,25.0,467.0,721.47,West,232.376,0.0219230115,"$3,200 in BP and 1½ x HQW",246.98,18.81,351.29,268.3,20.43,381.62,457.55,34.84,650.8,363.87,27.71,517.55
669,2012,VA,0.43,0.366,0.18449731690121,294.09,54.0,378.0,803.46,South,223.242,0.017505098675,"$2,700 in highest 2 qtrs of BP",220.26,40.44,283.11,217.11,39.87,279.06,390.49,71.7,501.91,307.08,56.38,394.69
670,2012,VT,0.499,0.469,0.40046708695217,305.58,68.0,425.0,652.24,Northeast,245.698,,"$2,203 HQW + BPW > 40% HQW",223.12,49.65,310.32,,,,390.26,86.84,542.78,,,
671,2012,WA,0.495,0.464,0.29460868128025,385.66,138.0,583.0,830.77,West,232.376,0.02368427825,680 hours; wages in BP or alternate BP,290.1,103.81,438.55,271.22,97.05,410.0,537.45,192.31,812.46,407.94,145.97,616.68
672,2012,WI,0.47,0.429,0.41411248387297,273.62,54.0,363.0,638.47,Midwest,219.1,0.012288416225000001,35 x WBA and 4 x WBA outside HQ,210.18,41.48,278.84,196.95,38.87,261.29,353.12,69.69,468.47,285.57,56.36,378.86
673,2012,WV,0.427,0.397,0.30820558601268,275.3,24.0,424.0,692.61,South,223.242,,"$2,200 and wages in 2 qtrs",206.19,17.98,317.56,,,,365.54,31.87,562.99,,,
674,2012,WY,0.511,0.481,0.26598722463006,348.13,32.0,444.0,724.37,West,232.376,,1.4 x HQW; at least 8% of statewide AAW,261.87,24.07,333.99,,,,485.15,44.59,618.75,,,
675,2013,AK,0.337,0.309,0.47007446704771,237.8,56.0,370.0,770.66,West,235.824,0.0393407255,"$2,500; wages in 2 qtrs",176.26,41.51,274.26,168.6,39.7,262.32,326.55,76.9,508.08,256.2,60.33,398.64
676,2013,AL,0.415,0.367,0.20789416110215,214.98,45.0,265.0,585.68,South,226.721,0.0136977374,1½ x HQW; qualify for at least minimum WBA,158.54,33.19,195.43,151.26,31.66,186.45,281.07,58.83,346.47,220.49,46.15,271.79
677,2013,AR,0.518,0.482,0.30681955345916,298.66,81.0,451.0,619.71,South,226.721,-0.003520840249999999,35 x WBA; wages in 2 qtrs,220.25,59.74,332.6,237.91,64.52,359.26,390.48,105.9,589.65,308.97,83.8,466.57
678,2013,AZ,0.414,0.34,0.16748825856095,222.58,122.0,240.0,654.99,West,235.824,,"1½ x HQW and $3,042 in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA, and total BPW ≥ taxable wage base",164.98,90.43,177.9,,,,305.65,167.53,329.57,,,
679,2013,CA,0.473,0.389,0.27595312853868,313.13,40.0,450.0,804.33,West,235.824,0.0133448585,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",232.1,29.65,333.55,221.61,28.31,318.47,429.99,54.93,617.94,334.34,42.71,480.48
680,2013,CO,0.504,0.446,0.21258953404007,368.89,25.0,466.0,826.57,West,235.824,0.0280145155,"40 x WBA or $2,500, whichever is greater",273.43,18.53,345.41,240.5,16.3,303.82,506.56,34.33,639.91,387.23,26.24,489.16
681,2013,CT,0.443,0.43,0.34380165788557,333.71,15.0,591.0,775.51,Northeast,249.038,0.013222419875,40 x WBA,240.4,10.81,425.74,259.0,11.64,458.68,420.47,18.9,744.66,348.22,15.65,616.69
682,2013,DC,0.386,0.317,0.17075524132402,301.53,50.0,359.0,951.26,South,226.721,0.014934651,"1½ x HQW or within $70; not less than $1,950 in 2 qtrs; $1,300 in 1 qtr",222.37,36.87,264.75,214.75,35.61,255.68,394.23,65.37,469.37,310.84,51.54,370.08
683,2013,DE,0.425,0.375,0.30572594969803,252.65,20.0,330.0,673.57,South,226.721,,36 x WBA,186.32,14.75,243.37,,,,330.32,26.15,431.45,,,
684,2013,FL,0.434,0.375,0.15625548517455,236.2,32.0,275.0,630.29,South,226.721,0.013850330749999999,"1½ x HQW; minimum $3,400; wages in 2 qtrs",174.19,23.6,202.8,169.6,22.98,197.45,308.82,41.84,359.54,248.04,33.6,288.78
685,2013,GA,0.481,0.412,0.16087684070166,268.85,44.0,330.0,653.2,South,226.721,0.006193003125000001,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,198.27,32.45,243.37,202.56,33.15,248.63,351.5,57.53,431.45,280.63,45.93,344.46
686,2013,HI,0.545,0.475,0.36675736585065,431.9,5.0,534.0,909.68,West,235.824,0.002509218325,26 x WBA; wages in 2 qtrs,320.14,3.71,395.82,309.23,3.58,382.33,593.09,6.87,733.29,442.67,5.12,547.32
687,2013,IA,0.532,0.498,0.33448265397997,325.35,59.0,396.0,653.13,Midwest,222.17,,1¼ x HQW; 3.5% of the statewide AAW in HQ; ½ HQW in qtr not the HQ,246.46,44.69,299.98,,,,414.08,75.09,504.0,,,
688,2013,ID,0.473,0.433,0.25833945835925,268.65,72.0,357.0,620.04,West,235.824,,"1¼ x HQW; not less than the minimum qualifying wages in 1 qtr $1,872",199.13,53.37,264.62,,,,368.91,98.87,490.23,,,
689,2013,IL,0.395,0.347,0.25488840498501,284.57,51.0,413.0,819.83,Midwest,222.17,0.013600147775,"$1,600; $440 outside HQ",215.57,38.63,312.86,212.23,38.04,308.01,362.18,64.91,525.63,296.63,53.16,430.5
690,2013,IN,0.367,0.344,0.19546791510121,252.8,37.0,390.0,734.38,Midwest,222.17,0.01788580425,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",191.5,28.03,295.44,178.99,26.2,276.13,321.74,47.09,496.36,263.55,38.57,406.59
691,2013,KS,0.533,0.489,0.29914226692794,341.57,114.0,456.0,698.71,Midwest,222.17,0.02543404225,30 x WBA; wages in 2 qtrs,258.75,86.36,345.43,241.1,80.47,321.87,434.72,145.09,580.36,344.34,114.93,459.7
692,2013,KY,0.468,0.432,0.20580361083207,302.73,39.0,415.0,700.23,South,226.721,,1½ x HQW; 8 x WBA in last 2 qtrs; $750 outside HQ,223.25,28.76,306.05,,,,395.8,50.99,542.58,,,
693,2013,LA,0.391,0.338,0.18948456027448,206.14,10.0,247.0,609.92,South,226.721,0.01311763075,"$1,200 total BPW; wages in 2 qtrs; 1½ x HQW",152.02,7.37,182.16,153.72,7.46,184.19,269.51,13.07,322.94,226.01,10.96,270.81
694,2013,MA,0.472,0.438,0.37024035816275,398.82,33.0,674.0,910.58,Northeast,249.038,0.0151111295,"30 x WBA; $3,500 minimum",287.3,23.77,485.53,282.27,23.36,477.03,502.51,41.58,849.23,408.3,33.78,690.02
695,2013,MD,0.472,0.397,0.27962469237208,328.47,50.0,430.0,827.43,South,226.721,-0.0013400874475,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",242.24,36.87,317.11,227.96,34.7,298.42,429.45,65.37,562.2,337.18,51.33,441.4
696,2013,ME,0.514,0.47,0.2783136895744,289.96,65.0,372.0,616.86,Northeast,249.038,,2 x AWW in 2 different BP qtrs; total BPW = 6 x AWW,208.88,46.82,267.98,,,,365.35,81.9,468.72,,,
697,2013,MI,0.498,0.436,0.22509365429013,296.25,117.0,362.0,679.73,Midwest,222.17,0.0112642262,"1½ x HQW; at least $2,871 in HQ; or wages in 2 or more BP qtrs totaling at least $17,206.80 (20 x State AWW of $860.34)",224.42,88.63,274.23,210.08,82.97,256.71,377.04,148.91,460.72,313.64,123.87,383.25
698,2013,MN,0.491,0.451,0.36749302079312,372.32,24.0,393.0,824.83,Midwest,222.17,0.016121893525,"$2,500 in BP",282.04,18.18,297.71,262.02,16.89,276.57,473.86,30.55,500.18,382.66,24.67,403.92
699,2013,MO,0.426,0.383,0.23127439833218,245.32,35.0,320.0,639.89,Midwest,222.17,0.02119232475,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",185.84,26.51,242.41,181.07,25.83,236.19,312.22,44.55,407.27,259.84,37.07,338.94
700,2013,MS,0.416,0.377,0.21607158585031,194.36,30.0,235.0,516.2,South,226.721,0.021702541875,40 x WBA; $780 in HQ; wages in 2 qtrs,143.33,22.12,173.31,129.48,19.99,156.55,254.11,39.22,307.25,207.14,31.97,250.46
701,2013,MT,0.469,0.458,0.39604975378804,302.95,127.0,446.0,662.0,West,235.824,,BPW = 1½ x HQW and total wages > 7% of AAW or BPW > 50% of AAW,224.56,94.14,330.59,,,,416.01,174.4,612.45,,,
702,2013,NC,0.51,0.495,0.24451175903364,296.54,46.0,535.0,598.53,South,226.721,0.0031352133,6 x AWW; wages in 2 qtrs of BP,218.69,33.92,394.55,229.89,35.66,414.76,387.71,60.14,699.48,298.33,46.28,538.24
703,2013,ND,0.51,0.486,0.32714472418674,399.07,43.0,516.0,821.13,Midwest,222.17,,1½ x HQW; wages in 2 qtrs,302.31,32.57,390.88,,,,507.9,54.73,656.72,,,
704,2013,NE,0.475,0.438,0.28831679207351,273.39,70.0,362.0,623.98,Midwest,222.17,,"$3,962 in BP; $1,850 in HQW and wages in at least 1 other qtr of $800",207.1,53.03,274.23,,,,347.95,89.09,460.72,,,
705,2013,NH,0.404,0.368,0.22587936288439,292.58,32.0,427.0,795.73,Northeast,249.038,,"$2,800; $1,400 in each of 2 qtrs",210.77,23.05,307.6,,,,368.65,40.32,538.02,,,
706,2013,NJ,0.527,0.464,0.35187876644149,396.07,87.0,624.0,854.35,Northeast,249.038,0.018312232225,"20 weeks employment at 20 x State hourly minimum wage or 1,000 x State hourly minimum wage",285.32,62.67,449.51,277.71,61.0,437.52,499.05,109.62,786.24,421.13,92.5,663.48
707,2013,NM,0.474,0.422,0.25393044178381,310.2,76.0,407.0,735.88,West,235.824,,"$1,846.73 in HQW and wages in at least 1 other qtr",229.93,56.33,301.68,,,,425.97,104.36,558.89,,,
708,2013,NV,0.481,0.404,0.22902475479077,312.9,16.0,402.0,774.62,West,235.824,,1½ x HQW in BP and $400 in HQ; or wages in 3 of 4 qtrs in BP and $400 in HQ,231.93,11.86,297.97,,,,429.67,21.97,552.03,,,
709,2013,NY,0.421,0.344,0.31053021487796,303.83,64.0,405.0,883.15,Northeast,249.038,0.01852940275,"1½ x HQW; $1,600 in HQ",218.87,46.1,291.75,218.85,46.1,291.72,382.82,80.64,510.3,314.66,66.28,419.44
710,2013,OH,0.447,0.4,0.19912713946085,305.82,115.0,413.0,764.27,Midwest,222.17,0.021305316249999998,20 weeks employment with wages averaging 27.5% of State AWW; wages in 2 qtrs,231.67,87.12,312.86,220.39,82.87,297.63,389.22,146.36,525.63,320.3,120.45,432.56
711,2013,OK,0.505,0.45,0.21818970855635,293.36,16.0,386.0,652.45,South,226.721,0.019118544475000002,"$1,500 and 1½ x HQW",216.34,11.8,284.66,208.55,11.37,274.41,383.55,20.92,504.67,313.71,17.11,412.78
712,2013,OR,0.479,0.446,0.31535438421972,323.4,122.0,524.0,725.68,West,235.824,0.011845153750000002,"BPW > $1,000 and BPW > 1½ x HQW; or 500 hours of employment in BP",239.71,90.43,388.4,218.36,82.37,353.8,444.09,167.53,719.56,345.53,130.35,559.85
713,2013,PA,0.538,0.506,0.39739933700484,363.17,70.0,573.0,718.18,Northeast,249.038,0.017708868925,"$1,688 in HQ; $3,391 in BP; at least 49.5% of BPW outside HQ; 18 credit weeks in BP",261.62,50.43,412.77,260.57,50.22,411.12,457.59,88.2,721.98,379.84,73.21,599.3
714,2013,PR,0.367,0.322,0.22369129996893,121.86,7.0,133.0,378.93,Northeast,249.038,,40 x WBA; $280 minimum; $77 in 1 qtr; wages in 2 qtrs,87.78,5.04,95.81,,,,153.54,8.82,167.58,,,
715,2013,RI,0.474,0.439,0.24136357844163,339.34,45.0,566.0,773.25,Northeast,249.038,,"1½ x HQW. 200 x minimum hourly wage in 1 qtr and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",244.45,32.42,407.73,,,,427.57,56.7,713.16,,,
716,2013,SC,0.457,0.407,0.18816014959999,247.08,42.0,326.0,607.74,South,226.721,0.0039075969875,"1½ x HQW; $4,455 minimum; $1,092 in HQ",182.21,30.97,240.42,178.66,30.37,235.73,323.04,54.91,426.22,244.39,41.54,322.46
717,2013,SD,0.484,0.45,0.15672135819323,287.26,28.0,333.0,638.14,Midwest,222.17,,$728 in HQ; 20 x WBA outside HQ,217.61,21.21,252.26,,,,365.6,35.64,423.82,,,
718,2013,TN,0.406,0.354,0.17308785673215,224.37,30.0,275.0,633.06,South,226.721,0.025944215750000003,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,165.47,22.12,202.8,159.29,21.3,195.24,293.35,39.22,359.54,242.21,32.39,296.87
719,2013,TX,0.493,0.39,0.19257093794736,345.79,62.0,440.0,886.76,South,226.721,0.01713448275,37 x WBA; wages in at least 2 qtrs,255.01,45.72,324.49,249.63,44.76,317.64,452.1,81.06,575.27,360.82,64.69,459.12
720,2013,UT,0.495,0.456,0.25841308903543,346.97,26.0,479.0,761.11,West,235.824,0.014041218725,"$3,300 in BP and 1½ x HQW",257.18,19.27,355.05,277.45,20.79,383.03,476.46,35.7,657.76,376.28,28.2,519.46
721,2013,VA,0.428,0.356,0.18030320838483,299.02,54.0,378.0,840.09,South,226.721,0.010977323975,"$2,700 in highest 2 qtrs of BP",220.52,39.82,278.76,216.95,39.18,274.25,390.95,70.6,494.21,306.85,55.41,387.9
722,2013,VT,0.505,0.481,0.39540381615265,313.8,69.0,425.0,652.84,Northeast,249.038,,"$2,227 HQW + BPW > 40% HQW",226.05,49.71,306.16,,,,395.39,86.94,535.5,,,
723,2013,WA,0.49,0.455,0.29518917229272,385.9,143.0,604.0,847.92,West,235.824,0.0131260956,680 hours; wages in BP or alternate BP,286.04,106.0,447.7,265.11,98.24,414.94,529.92,196.37,829.41,398.75,147.76,624.11
724,2013,WI,0.459,0.416,0.37263001154709,274.51,54.0,363.0,659.89,Midwest,222.17,0.015877726749999998,35 x WBA and 4 x WBA outside HQ,207.95,40.91,274.98,195.19,38.4,258.11,349.37,68.73,462.0,283.02,55.67,374.26
725,2013,WV,0.421,0.393,0.31977643943914,276.08,24.0,424.0,702.65,South,226.721,,"$2,200 and wages in 2 qtrs",203.6,17.7,312.69,,,,360.96,31.38,554.35,,,
726,2013,WY,0.533,0.495,0.28224198118307,362.21,33.0,459.0,731.93,West,235.824,,1.4 x HQW; at least 8% of statewide AAW,268.48,24.46,340.22,,,,497.39,45.32,630.3,,,
727,2014,AK,0.346,0.3,0.43368771767563,240.94,56.0,370.0,803.42,West,240.215,0.0219193601,"$2,500; wages in 2 qtrs",175.33,40.75,269.24,164.36,38.2,252.39,324.81,75.49,498.8,249.76,58.05,383.55
728,2014,AL,0.411,0.363,0.19192626296445,217.11,45.0,265.0,597.38,South,230.552,0.01221951255,1½ x HQW; qualify for at least minimum WBA,157.45,32.63,192.18,150.69,31.23,183.93,279.14,57.86,340.71,219.67,45.53,268.12
729,2014,AR,0.511,0.481,0.30774321755234,295.24,81.0,451.0,613.66,South,230.552,0.024535625475000003,35 x WBA; wages in 2 qtrs,214.11,58.74,327.07,236.01,64.75,360.53,379.59,104.14,579.85,306.51,84.09,468.22
730,2014,AZ,0.415,0.313,0.17749918787425,225.35,123.0,240.0,719.21,West,240.215,,"1½ x HQW and $3,081 in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA, and total BPW ≥ taxable wage base",163.98,89.5,174.64,,,,303.79,165.82,323.54,,,
731,2014,CA,0.465,0.348,0.30776556260808,312.81,40.0,450.0,898.09,West,240.215,0.0167846475,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",227.63,29.11,327.46,218.46,27.94,314.28,421.7,53.92,606.65,329.6,42.15,474.16
732,2014,CO,0.505,0.46,0.25232252450412,377.83,25.0,481.0,820.72,West,240.215,0.03547834525,"40 x WBA or $2,500, whichever is greater",274.94,18.19,350.01,239.62,15.85,305.05,509.35,33.7,648.44,385.8,25.53,491.15
733,2014,CT,0.433,0.413,0.38071775491524,333.18,15.0,590.0,807.61,Northeast,252.463,0.044709617,40 x WBA,236.76,10.66,419.25,255.21,11.49,451.93,414.11,18.64,733.31,343.13,15.45,607.62
734,2014,DC,0.395,0.33,0.16318237727587,302.19,50.0,359.0,914.66,South,230.552,0.015483981545,"1½ x HQW or within $70; not less than $1,950 in 2 qtrs; $1,300 in 1 qtr",219.15,36.26,260.35,212.05,35.09,251.92,388.53,64.29,461.57,306.93,50.78,364.63
735,2014,DE,0.413,0.371,0.32618040750708,250.66,20.0,330.0,675.33,South,230.552,,36 x WBA,181.78,14.5,239.32,,,,322.27,25.71,424.28,,,
736,2014,GA,0.458,0.383,0.14297575816449,272.57,44.0,330.0,711.49,South,230.552,0.01687292575,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,197.67,31.91,239.32,204.1,32.95,247.1,350.44,56.57,424.28,282.76,45.64,342.34
737,2014,HI,0.562,0.481,0.34779385380927,440.23,5.0,544.0,914.33,West,240.215,0.023354988575000003,26 x WBA; wages in 2 qtrs,320.35,3.64,395.86,314.41,3.57,388.52,593.47,6.74,733.37,450.08,5.11,556.17
738,2014,IA,0.528,0.49,0.33170497625756,336.82,60.0,408.0,687.79,Midwest,225.425,,1¼ x HQW; 3.5% of the statewide AAW in HQ; ½ HQW in qtr not the HQ,251.47,44.8,304.61,,,,422.49,75.26,511.77,,,
739,2014,ID,0.495,0.454,0.3216817705212,287.12,72.0,383.0,632.95,West,240.215,,"1¼ x HQW; not less than the minimum qualifying wages in 1 qtr $1,872",208.93,52.39,278.7,,,,387.07,97.06,516.32,,,
740,2014,IL,0.387,0.334,0.28676806853174,290.82,51.0,418.0,870.27,Midwest,225.425,0.017692345825,"$1,600; $440 outside HQ",217.12,38.08,312.07,213.98,37.52,307.56,364.79,63.97,524.31,299.08,52.45,429.87
741,2014,IN,0.37,0.347,0.18825733920894,259.43,37.0,390.0,747.97,Midwest,225.425,0.01943956425,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",193.69,27.62,291.17,180.45,25.74,271.27,325.41,46.41,489.19,265.71,37.9,399.44
742,2014,KS,0.533,0.489,0.28344603027204,351.34,117.0,469.0,718.96,Midwest,225.425,0.0017724070749999998,30 x WBA; wages in 2 qtrs,262.31,87.35,350.15,241.85,80.54,322.84,440.7,146.76,588.29,345.41,115.02,461.08
743,2014,KY,0.466,0.419,0.21471015518539,302.66,39.0,415.0,722.21,South,230.552,,1½ x HQW; 8 x WBA in last 2 qtrs; $750 outside HQ,219.49,28.28,300.96,,,,389.13,50.14,533.57,,,
744,2014,LA,0.389,0.329,0.15678282912745,207.35,10.0,247.0,629.94,South,230.552,0.0251315995,"$1,200 total BPW; wages in 2 qtrs; 1½ x HQW",150.37,7.25,179.13,152.62,7.36,181.8,266.59,12.86,317.57,224.39,10.82,267.3
745,2014,MA,0.479,0.443,0.40413860237972,416.22,33.0,679.0,940.48,Northeast,252.463,0.01811260525,"30 x WBA; $3,500 minimum",295.77,23.45,482.5,290.2,23.01,473.41,517.32,41.02,843.93,419.77,33.28,684.79
746,2014,MD,0.476,0.413,0.29158505898301,328.19,50.0,430.0,794.09,South,230.552,0.009292351255,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",238.01,36.26,311.84,228.07,34.75,298.82,421.96,64.29,552.85,337.34,51.39,441.99
747,2014,ME,0.507,0.471,0.29472205066884,294.0,66.0,378.0,623.73,Northeast,252.463,,2 x AWW in 2 different BP qtrs; total BPW = 6 x AWW,208.92,46.9,268.61,,,,365.41,82.03,469.82,,,
748,2014,MI,0.498,0.448,0.24515397027341,296.42,117.0,362.0,661.38,Midwest,225.425,0.0273202765,"Total BPW =1½ x HQW; wages in at least 2 BP qtrs; at least $2,871 in HQ; or wages in at least 2 BP qtrs; HQW at least 20 x State AWW ($893.44) or $17,206.80",221.3,87.35,270.27,207.86,82.05,253.85,371.81,146.76,454.07,310.32,122.49,378.98
749,2014,MN,0.49,0.446,0.40683110142953,390.82,25.0,405.0,876.74,Midwest,225.425,0.012051710475,"Higher of $2,600 in BP or 5.3% of State AAW",291.78,18.66,302.37,270.67,17.31,280.49,490.22,31.36,508.01,395.3,25.29,409.65
750,2014,MO,0.414,0.368,0.21669176057216,245.26,35.0,320.0,666.58,Midwest,225.425,0.014348922924999999,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",183.11,26.13,238.91,177.27,25.3,231.29,307.64,43.9,401.39,254.38,36.3,331.9
751,2014,MS,0.418,0.365,0.20082208178641,199.17,30.0,235.0,546.32,South,230.552,0.0289715915,40 x WBA; $780 in HQ; wages in 2 qtrs,144.44,21.76,170.43,129.87,19.56,153.23,256.07,38.57,302.14,207.76,31.29,245.14
752,2014,MT,0.463,0.448,0.37561809231414,310.58,132.0,464.0,693.6,West,240.215,,BPW = 1½ x HQW and total wages > 7% of AAW or BPW > 50% of AAW,226.0,96.05,337.64,,,,418.69,177.95,625.52,,,
753,2014,NC,0.397,0.367,0.18576507359145,240.63,15.0,350.0,655.24,South,230.552,0.004780494525,6 x AWW; wages in 2 qtrs of BP,174.51,10.88,253.83,185.97,11.59,270.49,309.38,19.29,450.0,241.33,15.04,351.02
754,2014,ND,0.509,0.479,0.3106900795459,432.41,43.0,570.0,903.18,Midwest,225.425,,1½ x HQW; wages in 2 qtrs,322.83,32.1,425.56,,,,542.39,53.94,714.97,,,
755,2014,NE,0.481,0.45,0.26689301213722,286.81,70.0,372.0,637.22,Midwest,225.425,,"$4,026 in BP; $1,850 in HQW and wages in at least 1 other qtr of $800",214.13,52.26,277.73,,,,359.76,87.8,466.62,,,
756,2014,NH,0.413,0.379,0.23537866888509,293.47,32.0,427.0,773.83,Northeast,252.463,,"$2,800; $1,400 in each of 2 qtrs",208.54,22.74,303.43,,,,364.75,39.77,530.72,,,
757,2014,NJ,0.53,0.462,0.42070533397017,402.52,87.0,636.0,872.16,Northeast,252.463,0.013209415725,"20 weeks employment at 20 x State hourly minimum wage or 1,000 x State hourly minimum wage",286.03,61.82,451.94,277.15,59.9,437.92,500.29,108.13,790.48,420.29,90.84,664.08
758,2014,NM,0.501,0.403,0.23965990062577,300.62,75.0,406.0,746.75,West,240.215,,"$1,822.43 in HQW and wages in at least 1 other qtr",218.76,54.58,295.44,,,,405.27,101.11,547.33,,,
759,2014,NV,0.486,0.419,0.26547645058652,314.62,16.0,407.0,750.58,West,240.215,,1½ x HQW in BP and $400 in HQ; or wages in 3 of 4 qtrs in BP and $400 in HQ,228.94,11.64,296.17,,,,424.14,21.57,548.68,,,
760,2014,NY,0.404,0.324,0.33126528210987,307.33,68.0,405.0,949.58,Northeast,252.463,0.016993016075,"1½ x HQW; $1,700 in HQ",218.39,48.32,287.79,217.34,48.09,286.42,381.98,84.52,503.37,312.49,69.14,411.81
761,2014,OH,0.442,0.401,0.22000782487325,314.74,116.0,418.0,785.12,Midwest,225.425,0.023286008750000003,20 weeks employment with wages averaging 27.5% of State AWW; wages in 2 qtrs,234.98,86.6,312.07,222.08,81.85,294.94,394.79,145.5,524.31,322.77,118.96,428.66
762,2014,OK,0.528,0.478,0.2115631960038,323.34,16.0,440.0,676.29,South,230.552,0.0344702805,"$1,500 and 1½ x HQW",234.49,11.6,319.1,225.55,11.16,306.93,415.72,20.57,565.71,339.28,16.79,461.7
763,2014,OR,0.481,0.445,0.3012767063455,331.12,126.0,538.0,743.51,West,240.215,0.023793038500000002,"BPW > $1,000 and BPW > 1½ x HQW; or 500 hours of employment in BP",240.95,91.69,391.49,220.95,84.08,359.0,446.38,169.86,725.28,349.63,133.05,568.08
764,2014,PA,0.527,0.481,0.42761932374134,377.16,70.0,573.0,783.64,Northeast,252.463,0.0091840551,"$1,688 in HQ; $3,391 in BP; at least 49.5% of BPW outside HQ; 18 credit weeks in BP",268.01,49.74,407.17,265.9,49.35,403.96,468.77,87.0,712.18,387.6,71.94,588.87
765,2014,PR,0.36,0.331,0.19361589514351,119.32,7.0,133.0,360.37,Northeast,252.463,,40 x WBA; $280 minimum; $77 in 1 qtr; wages in 2 qtrs,84.79,4.97,94.51,,,,148.3,8.7,165.31,,,
766,2014,RI,0.456,0.433,0.27478711071133,332.18,44.0,566.0,767.7,Northeast,252.463,,"1½ x HQW. 200 x minimum hourly wage in 1 qtr and 400 x minimum hourly wage in BP; or 1,200 x minimum hourly wage in BP",236.05,31.27,402.2,,,,412.87,54.69,703.48,,,
767,2014,SC,0.446,0.396,0.15244985779224,249.39,42.0,326.0,629.61,South,230.552,0.0005750330500000002,"1½ x HQW; $4,455 minimum; $1,092 in HQ",180.86,30.46,236.42,179.63,30.25,234.81,320.64,54.0,419.14,245.72,41.38,321.2
