,Unnamed: 0,Year,State,Replacement Ratio 1,Replacement Ratio 2,Recipiency Rate,Average WBA,Minimum WBA,Maximum WBA,Average Weekly Wage,Region,Annual Regional CPI-U,Annualized State Inflation Rate,MET,"Real Average WBA (regional, 2000 base)","Real Minimum WBA (regional, 2000 base)","Real Maximum WBA (regional, 2000 base)","Real Average WBA (state, 2000 base)","Real Minimum WBA (state, 2000 base)","Real Maximum WBA (state, 2000 base)","Real Average WBA (regional, 2023 base)","Real Minimum WBA (regional, 2023 base)","Real Maximum WBA (regional, 2023 base)","Real Average WBA (state, 2017 base)","Real Minimum WBA (state, 2017 base)","Real Maximum WBA (state, 2017 base)"
778,778,2015,AK,0.323,0.288,0.38370249942348,251.95,56.0,370.0,875.1,West,243.015,0.00947955285,$2500; wages in 2 qtrs,181.23,40.28,266.14,168.18,37.38,246.98,335.74,74.62,493.05,255.57,56.81,375.32
779,779,2015,AL,0.39,0.308,0.17827950086679,221.85,45.0,265.0,720.25,South,230.147,-0.0044837538647315,1½ x HQW; qualify for at least minimum WBA,161.17,32.69,192.52,152.13,30.86,181.71,285.74,57.96,341.31,221.75,44.98,264.89
781,781,2015,AZ,0.416,0.335,0.1659534492664,224.11,126.0,240.0,669.07,West,243.015,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,161.2,90.63,172.63,,,,298.64,167.9,319.82,,,
782,782,2015,CA,0.456,0.368,0.31960249674051,319.07,40.0,450.0,866.08,West,243.015,0.012745543525,"$1300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",229.51,28.77,323.68,219.16,27.47,309.09,425.18,53.3,599.66,330.65,41.45,466.33
786,786,2015,DE,0.406,0.361,0.31941366362334,257.06,20.0,330.0,712.9,South,230.147,,36 x WBA,186.75,14.53,239.74,,,,331.09,25.76,425.03,,,
787,787,2015,FL,0.421,0.354,0.11670956889217,239.28,32.0,275.0,675.55,South,230.147,0.00528121952,1½ x HQW; minimum $3400; wages in 2 qtrs,173.84,23.25,199.79,166.05,22.21,190.83,308.19,41.21,354.19,242.84,32.48,279.1
788,788,2015,GA,0.456,0.377,0.13626388656816,280.36,44.0,330.0,743.87,South,230.147,0.008556823,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,203.68,31.97,239.74,206.45,32.4,243.0,361.09,56.67,425.03,286.01,44.89,336.66
793,793,2015,IN,0.36,0.338,0.180677529222,261.81,37.0,390.0,775.65,Midwest,224.21,0.00163273755,1½ x HQW totaling at least $2500 in last 2 qtrs; not less than $4200 in BP,196.52,27.77,292.75,178.64,25.25,266.1,330.18,46.66,491.84,263.04,37.17,391.83
798,798,2015,MD,0.479,0.406,0.27458362121992,333.05,50.0,430.0,820.51,South,230.147,-0.006184596975,1½ x HQW; $1176.01 in HQ; $1800 in 2 qtrs,241.96,36.32,312.39,229.32,34.43,296.07,428.96,64.4,553.83,339.19,50.92,437.92
800,800,2015,MI,0.492,0.42,0.2595233021335,303.84,117.0,362.0,724.11,Midwest,224.21,0.0120414192,Total BPW =1½ x HQW; wages in at least 2 BP qtrs; at least $2871 ($3162 effective 4/5/15) in HQ; or wages in at least 2 BP qtrs; HQW at least 20 x State AWW ($910.71) or $18214.20,228.07,87.82,271.73,207.4,79.86,247.1,383.18,147.55,456.53,309.63,119.23,368.9
802,802,2015,MO,0.418,0.375,0.21695689977745,253.44,35.0,320.0,676.65,Midwest,224.21,0.005923042175,1½ x HQW; $1500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base,190.24,26.27,240.2,180.59,24.94,228.02,319.62,44.14,403.56,259.15,35.79,327.21
803,803,2015,MS,0.407,0.354,0.17355278669865,204.33,30.0,235.0,577.18,South,230.147,0.01308497895,40 x WBA; $780 in HQ; wages in 2 qtrs,148.44,21.79,170.73,129.48,19.01,148.91,263.17,38.64,302.67,207.14,30.41,238.24
808,808,2015,NH,0.391,0.351,0.20173254252124,303.52,32.0,427.0,864.74,Northeast,252.185,,$2800; $1400 in each of 2 qtrs,215.92,22.76,303.76,,,,377.66,39.82,531.3,,,
812,812,2015,NY,0.421,0.364,0.34804678226475,308.98,100.0,420.0,848.55,Northeast,252.185,-0.0022661344,1½ x HQW; $1900 in HQ,219.8,71.14,298.78,214.86,69.54,292.06,384.45,124.43,522.59,308.92,99.98,419.92
821,821,2015,TN,0.388,0.335,0.15572552118436,228.93,30.0,275.0,682.38,South,230.147,0.017176317,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,166.32,21.79,199.79,155.06,20.32,186.26,294.85,38.64,354.19,235.77,30.9,283.22
824,824,2015,VA,0.438,0.361,0.15717000902161,301.9,60.0,378.0,835.33,South,230.147,-0.00771913725,$3000 in highest 2 qtrs of BP,219.33,43.59,274.61,214.02,42.54,267.97,388.84,77.28,486.85,302.71,60.16,379.02
827,827,2015,WI,0.448,0.403,0.36845836274783,293.62,54.0,370.0,727.87,Midwest,224.21,-0.000586104475,35 x WBA and 4 x WBA outside HQ,220.4,40.53,277.74,202.15,37.18,254.73,370.3,68.1,466.62,293.11,53.91,369.35
830,830,2016,AK,0.321,0.285,0.39585981365744,261.01,56.0,370.0,914.84,West,247.705,0.00485155934,"$2,500; wages in 2 qtrs",184.19,39.52,261.1,172.59,37.03,244.66,341.23,73.21,483.71,262.28,56.27,371.8
831,831,2016,AL,0.395,0.341,0.17086842933577,223.64,45.0,265.0,655.75,South,232.692,0.0040695226749999,1½ x HQW; qualify for at least minimum WBA,160.7,32.33,190.41,154.04,31.0,182.53,284.89,57.32,337.58,224.55,45.18,266.08
833,833,2016,AZ,0.398,0.324,0.17157688399113,227.32,126.0,240.0,702.67,West,247.705,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,160.41,88.92,169.36,,,,297.18,164.72,313.76,,,
834,834,2016,CA,0.461,0.363,0.34599202330523,328.9,40.0,450.0,906.42,West,247.705,0.02324667425,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",232.1,28.23,317.56,223.07,27.13,305.2,429.98,52.29,588.3,336.55,40.93,460.46
838,838,2016,DE,0.395,0.337,0.30294752882662,256.9,20.0,330.0,761.96,South,232.692,,36 x WBA,184.59,14.37,237.12,,,,327.26,25.48,420.38,,,
839,839,2016,FL,0.414,0.346,0.099619172423711,243.85,32.0,275.0,704.37,South,232.692,0.00956650345,"1½ x HQW; minimum $3,400; wages in 2 qtrs",175.22,22.99,197.6,168.33,22.09,189.83,310.64,40.76,350.32,246.18,32.31,277.63
840,840,2016,GA,0.461,0.369,0.12337427236406,285.94,44.0,330.0,775.73,South,232.692,0.011512215375,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,205.46,31.62,237.12,208.77,32.13,240.94,364.25,56.05,420.38,289.23,44.51,333.8
845,845,2016,IN,0.371,0.343,0.18571512966146,276.12,37.0,390.0,804.69,Midwest,226.115,0.0030483202499999,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",205.52,27.54,290.28,188.09,25.2,265.67,345.29,46.27,487.7,276.96,37.11,391.19
850,850,2016,MD,0.479,0.412,0.2838313049269,331.76,50.0,430.0,806.08,South,232.692,0.024761407575,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",238.38,35.93,308.97,229.85,34.64,297.91,422.62,63.69,547.77,339.97,51.24,440.65
852,852,2016,MI,0.49,0.426,0.26413178406277,313.2,117.0,362.0,735.4,Midwest,226.115,0.006936272125,"Total BPW =1½ x HQW; wages in at least 2 BP qtrs; at least $3,162 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW ($910.71) or $18,214.20",233.12,87.08,269.44,211.24,78.91,244.16,391.66,146.31,452.69,315.37,117.81,364.51
854,854,2016,MO,0.42,0.373,0.20404520645292,252.99,35.0,320.0,677.68,Midwest,226.115,0.016508968775,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",188.3,26.05,238.18,179.21,24.79,226.67,316.37,43.77,400.16,257.17,35.58,325.28
855,855,2016,MS,0.398,0.342,0.17565539180624,206.13,30.0,235.0,603.01,South,232.692,0.0006759074499999,40 x WBA; $780 in HQ; wages in 2 qtrs,148.11,21.56,168.86,128.93,18.76,146.99,262.59,38.22,299.36,206.27,30.02,235.16
860,860,2016,NH,0.388,0.34,0.20548390486072,315.14,32.0,427.0,925.82,Northeast,254.85,,"$2,800; $1,400 in each of 2 qtrs",221.84,22.53,300.58,,,,388.02,39.4,525.75,,,
864,864,2016,NY,0.414,0.342,0.34606070757259,307.94,100.0,420.0,901.6,Northeast,254.85,0.0020858390925,"1½ x HQW; $1,900 in HQ",216.77,70.39,295.66,214.62,69.7,292.72,379.15,123.13,517.13,308.58,100.21,420.88
873,873,2016,TN,0.392,0.335,0.13381851792753,237.19,30.0,275.0,708.43,South,232.692,0.012491448025,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,170.43,21.56,197.6,157.94,19.98,183.12,302.15,38.22,350.32,240.15,30.37,278.44
876,876,2016,VA,0.417,0.347,0.1648655500935,307.84,60.0,378.0,886.18,South,232.692,0.0104989621,"$3,000 in highest 2 qtrs of BP",221.2,43.11,271.61,219.93,42.87,270.06,392.15,76.43,481.53,311.07,60.63,381.97
879,879,2016,WI,0.458,0.398,0.33766672443819,310.58,54.0,370.0,781.3,Midwest,226.115,-0.00115901989,35 x WBA and 4 x WBA outside HQ,231.17,40.19,275.4,213.95,37.2,254.88,388.38,67.53,462.69,310.22,53.94,369.57
882,882,2017,AK,0.327,0.288,0.36031233440814,256.5,56.0,370.0,890.27,West,254.738,0.01805090325,"$2,500; wages in 
2 qtrs",176.01,38.43,253.89,168.79,36.85,243.48,326.07,71.19,470.36,256.5,56.0,370.0
883,883,2017,AL,0.377,0.311,0.1819330696416,225.22,45.0,265.0,724.76,South,237.456,0.01199652405,"1½ x HQW; 
qualify for at least 
minimum WBA",158.58,31.69,186.59,154.5,30.87,181.79,281.15,56.17,330.81,225.22,45.0,265.0
885,885,2017,AZ,0.396,0.327,0.1742296746832,229.93,126.0,240.0,702.73,West,254.738,,"1½ x HQW and 
390 x minimum 
wage in effect in 
1 qtr; or wages in 
2 qtrs with wages 
in 1 qtr sufficient 
to qualify for 
maximum WBA 
and total BPW ≥ 
taxable wage 
base",157.78,86.46,164.69,,,,292.3,160.18,305.1,,,
886,886,2017,CA,0.475,0.386,0.38095097699506,333.93,40.0,450.0,865.35,West,254.738,0.01749092425,"$1,300 in HQ, or 
$900 in HQ with 
BPW = 1¼ x HQ",229.14,27.45,308.79,221.33,26.51,298.27,424.51,50.85,572.06,333.93,40.0,450.0
890,890,2017,DE,0.406,0.348,0.27353281109542,265.15,20.0,330.0,762.48,South,237.456,,36 x WBA,186.7,14.08,232.36,,,,330.99,24.97,411.95,,,
891,891,2017,FL,0.41,0.348,0.10422989258981,246.11,32.0,275.0,707.9,South,237.456,0.022567436,"1½ x HQW; 
minimum $3,400; 
wages in 2 qtrs",173.29,22.53,193.64,168.28,21.88,188.03,307.22,39.95,343.29,246.11,32.0,275.0
892,892,2017,GA,0.451,0.359,0.12236042823129,292.64,44.0,330.0,814.64,South,237.456,0.02036950325,"Wages in 2 qtrs & 
150% x HQW or 
HQW divided by 
21 for WBA w/ 
total earnings in  
2 qtrs totaling at 
least 40 x WBA",206.06,30.98,232.36,211.23,31.76,238.2,365.31,54.93,411.95,292.64,44.0,330.0
897,897,2017,IN,0.368,0.342,0.20240040799077,283.64,37.0,390.0,829.31,Midwest,229.874,0.02655847525,"1½ x HQW 
totaling at least 
$2,500 in last 2 
qtrs; not less than 
$4,200 in BP",207.66,27.09,285.53,192.63,25.13,264.86,348.9,45.51,479.73,283.64,37.0,390.0
902,902,2017,MD,0.467,0.401,0.27521935047939,344.54,50.0,430.0,859.36,South,237.456,0.01765439525,"1½ x HQW;  
$1,176.01 in HQ; 
$1,800 in 2 qtrs",242.6,35.21,302.78,232.94,33.8,290.72,430.1,62.42,536.78,344.54,50.0,430.0
904,904,2017,MI,0.471,0.401,0.26541394863422,319.2,141.0,362.0,796.67,Midwest,229.874,0.0073917593,"Total BPW =1½ x 
HQW; wages in 
at least 2 BP qtrs; 
at least $3,453 in 
HQ; or wages in 
at least 2 BP qtrs;  
BPW at least 20 x 
State AWW 
($965.62) or 
$19,312.40",233.7,103.23,265.03,213.81,94.45,242.48,392.64,173.44,445.28,319.2,141.0,362.0
906,906,2017,MO,0.406,0.342,0.23715197342247,260.69,35.0,320.0,761.73,Midwest,229.874,0.0227836155,"1½ x HQW; 
$1,500 in 1 qtr; or 
wages in 2 qtrs 
of BP = 1½ 
maximum taxable 
wage base",190.86,25.62,234.28,181.66,24.39,222.99,320.67,43.05,393.62,260.69,35.0,320.0
907,907,2017,MS,0.395,0.312,0.16898998597758,207.38,30.0,235.0,664.05,South,237.456,0.0033685255249999,"40 x WBA; $780 
in HQ; wages in 2 
qtrs",146.02,21.12,165.47,129.63,18.75,146.89,258.88,37.45,293.36,207.38,30.0,235.0
912,912,2017,NH,0.381,0.329,0.18347850732054,326.59,32.0,427.0,993.9,Northeast,259.538,,"$2,800; $1,400 in 
each of 2 qtrs",225.75,22.12,295.15,,,,394.85,38.69,516.25,,,
916,916,2017,NY,0.417,0.339,0.33931052357648,335.56,100.0,425.0,990.91,Northeast,259.538,0.0165626564999999,"1½ x HQW; 
$1,900 in HQ",231.95,69.12,293.77,233.39,69.55,295.59,405.7,120.9,513.83,335.56,100.0,425.0
925,925,2017,TN,0.378,0.31,0.13953866685289,238.77,30.0,275.0,771.31,South,237.456,0.01780488325,"40 x WBA; 
$780.01 avg 
wages in highest 
2 qtrs; BPW 
outside HQW > 
the lesser of 6 x 
WBA or $900",168.13,21.12,193.64,157.03,19.73,180.86,298.06,37.45,343.29,238.77,30.0,275.0
928,928,2017,VA,0.421,0.335,0.15547895964639,309.08,60.0,378.0,922.78,South,237.456,0.02150088725,"$3,000 in highest 
2 qtrs of BP",217.63,42.25,266.16,218.52,42.42,267.25,385.83,74.9,471.87,309.08,60.0,378.0
931,931,2017,WI,0.448,0.395,0.34499212152968,320.27,54.0,370.0,809.97,Midwest,229.874,0.0211645169999999,"35 x WBA and 4 x 
WBA outside HQ",234.48,39.54,270.89,220.88,37.24,255.18,393.95,66.42,455.12,320.27,54.0,370.0
934,934,2018,AK,0.321,0.281,0.33464333646701,249.02,56.0,370.0,885.49,West,263.263,,"$2,500; wages in 2 qtrs, at least $250 outside HQ",165.34,37.18,245.67,,,,306.31,68.88,455.13,,,
935,935,2018,AL,0.389,0.339,0.18889062170346,225.7,45.0,265.0,665.09,South,242.737,,1½ x HQW,155.46,31.0,182.54,,,,275.62,54.95,323.61,,,
937,937,2018,AZ,0.386,0.294,0.15734762161125,233.24,164.0,240.0,794.56,West,263.263,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,154.87,108.89,159.35,,,,286.9,201.73,295.22,,,
938,938,2018,CA,0.46,0.366,0.40123554888831,344.3,40.0,450.0,941.55,West,263.263,,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",228.61,26.56,298.79,,,,423.52,49.2,553.54,,,
942,942,2018,DE,0.393,0.339,0.29859525581031,264.3,20.0,330.0,778.81,South,242.737,,36 x WBA,182.05,13.78,227.31,,,,322.75,24.42,402.98,,,
943,943,2018,FL,0.392,0.316,0.10728713690723,249.03,32.0,275.0,788.83,South,242.737,,"1½ x HQW; minimum $3,400; wages in 2 qtrs",171.53,22.04,189.42,,,,304.11,39.08,335.82,,,
944,944,2018,GA,0.43,0.348,0.13305421185994,291.95,44.0,330.0,839.47,South,242.737,,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,201.1,30.31,227.31,,,,356.52,53.73,402.98,,,
949,949,2018,IN,0.374,0.338,0.1823503219035,296.67,37.0,390.0,877.83,Midwest,234.29,,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",213.11,26.58,280.15,,,,358.05,44.65,470.68,,,
954,954,2018,MD,0.473,0.41,0.24470411395126,352.23,50.0,430.0,859.3,South,242.737,,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",242.62,34.44,296.19,,,,430.13,61.06,525.1,,,
956,956,2018,MI,0.463,0.414,0.26321964788738,320.77,147.0,362.0,775.36,Midwest,234.29,,"Total BPW =1½ x HQW; wages in at least 2 BP qtrs; at least $3,589 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW ($991.30) or $19,826",230.42,105.6,260.04,,,,387.13,177.41,436.89,,,
958,958,2018,MO,0.401,0.337,0.24466757100158,265.81,35.0,320.0,789.47,Midwest,234.29,,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",190.94,25.14,229.87,,,,320.8,42.24,386.2,,,
959,959,2018,MS,0.409,0.355,0.13953242993969,208.3,30.0,235.0,586.99,South,242.737,,40 x WBA; $780 in HQ; wages in 2 qtrs,143.48,20.66,161.87,,,,254.37,36.63,286.97,,,
964,964,2018,NH,0.391,0.339,0.18051903259246,331.62,32.0,427.0,977.69,Northeast,265.139,,"$2,800; $1,400 in each of 2 qtrs",224.38,21.65,288.92,,,,392.46,37.87,505.34,,,
968,968,2018,NY,0.392,0.306,0.3469404430286,342.47,100.0,430.0,1120.72,Northeast,265.139,,"1½ x HQW; $2,100 in HQ",231.72,67.66,290.95,,,,405.31,118.35,508.9,,,
977,977,2018,TN,0.37,0.316,0.14042738878774,239.99,30.0,275.0,760.64,South,242.737,,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,165.31,20.66,189.42,,,,293.07,36.63,335.82,,,
980,980,2018,VA,0.413,0.338,0.16087479095325,313.73,60.0,378.0,929.2,South,242.737,,"$3,000 in highest 2 qtrs of BP",216.1,41.33,260.37,,,,383.12,73.27,461.6,,,
983,983,2018,WI,0.452,0.4,0.34235095726731,318.3,54.0,370.0,796.55,Midwest,234.29,,"35 x WBA, HQ>$1,350 and 4 x WBA outside HQ",228.65,38.79,265.79,,,,384.15,65.17,446.55,,,
986,986,2019,AK,0.308,0.274,0.30910645367743,255.47,56.0,370.0,930.92,West,270.35,,"$2,500; wages in 2 qtrs, at least $250 oustide HQ",165.18,36.21,239.23,,,,306.01,67.08,443.2,,,
987,987,2019,AL,0.381,0.327,0.21690463077852,232.06,45.0,265.0,709.27,South,246.265,,1½ x HQW,157.56,30.55,179.92,,,,279.32,54.17,318.97,,,
989,989,2019,AZ,0.367,0.304,0.13816271519481,233.91,172.0,240.0,769.81,West,270.35,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,151.24,111.21,155.18,,,,280.18,206.03,287.48,,,
990,990,2019,CA,0.441,0.346,0.4054291906759,345.43,40.0,450.0,997.22,West,270.35,,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",223.34,25.86,290.96,,,,413.77,47.91,539.02,,,
994,994,2019,DE,0.39,0.338,0.28875637235052,272.55,20.0,330.0,805.3,South,246.265,,36 x WBA,185.05,13.58,224.05,,,,328.06,24.07,397.21,,,
995,995,2019,FL,0.38,0.311,0.10884826014576,251.62,32.0,275.0,809.71,South,246.265,,"1½ x HQW; minimum $3,400; wages in 2 qtrs",170.84,21.73,186.71,,,,302.87,38.52,331.01,,,
996,996,2019,GA,0.441,0.335,0.14020077331218,304.36,44.0,330.0,908.85,South,246.265,,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,206.64,29.87,224.05,,,,366.35,52.96,397.21,,,
1001,1001,2019,IN,0.367,0.332,0.17710905766053,300.59,37.0,390.0,905.65,Midwest,237.776,,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",212.76,26.19,276.05,,,,357.46,44.0,463.78,,,
1006,1006,2019,MD,0.463,0.4,0.237732457503,356.79,50.0,430.0,892.13,South,246.265,,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",242.24,33.95,291.95,,,,429.46,60.18,517.58,,,
1008,1008,2019,MI,0.451,0.382,0.26643849823032,328.19,147.0,362.0,858.57,Midwest,237.776,,"Total BPW = 1½ x HQW; wages in at least 2 BP qtrs; at least $3,589 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW ($1,022.92) or $20,458.40",232.3,104.05,256.23,,,,390.28,174.81,430.49,,,
1010,1010,2019,MO,0.407,0.351,0.21218662371968,268.75,35.0,320.0,765.39,Midwest,237.776,,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",190.22,24.77,226.5,,,,319.59,41.62,380.54,,,
1011,1011,2019,MS,0.393,0.312,0.11973273594183,212.53,30.0,235.0,682.14,South,246.265,,40 x WBA; $780 in HQ; wages in 2 qtrs,144.3,20.37,159.55,,,,255.82,36.11,282.86,,,
1016,1016,2019,NH,0.379,0.31,0.16167468372643,337.97,32.0,427.0,1090.88,Northeast,269.392,,"$2,800; $1,400 in each of 2 qtrs",225.07,21.31,284.36,,,,393.67,37.27,497.37,,,
1020,1020,2019,NY,0.4,0.325,0.34940469509109,359.46,100.0,450.0,1105.25,Northeast,269.392,,"1½ x HQW; $2,400 in HQ",239.38,66.59,299.67,,,,418.7,116.48,524.16,,,
1029,1029,2019,TN,0.372,0.318,0.14035816153581,240.13,30.0,275.0,754.4,South,246.265,,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,163.03,20.37,186.71,,,,289.04,36.11,331.01,,,
1032,1032,2019,VA,0.414,0.346,0.15527111800026,320.23,60.0,378.0,924.53,South,246.265,,"$3,000 in highest 2 qtrs of BP",217.42,40.74,256.64,,,,385.45,72.22,454.99,,,
1035,1035,2019,WI,0.431,0.378,0.31060165182792,323.96,54.0,370.0,856.14,Midwest,237.776,,"35 x WBA, HQ >$1,350 and 4 x WBA outside HQ",229.3,38.22,261.89,,,,385.25,64.22,440.0,,,
1038,1038,2020,AK,0.319,0.268,0.83332899654687,252.45,56.0,370.0,940.54,West,275.057,,"$2,500; wages in 2 qtrs, at least $250 outside HQ",160.43,35.59,235.14,,,,297.22,65.93,435.61,,,
1039,1039,2020,AL,0.449,0.386,0.5125840777555,241.5,45.0,275.0,625.09,South,248.639,,1½ x HQW,162.4,30.26,184.93,,,,287.91,53.65,327.85,,,
1041,1041,2020,AZ,0.363,0.308,0.49035665131835,236.06,187.0,240.0,766.4,West,275.057,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,150.02,118.84,152.52,,,,277.92,220.16,282.56,,,
1042,1042,2020,CA,0.405,0.343,0.95196301571311,307.5,40.0,450.0,895.49,West,275.057,,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",195.42,25.42,285.98,,,,362.03,47.09,529.8,,,
1046,1046,2020,DE,0.392,0.371,0.72167940159084,250.74,20.0,400.0,675.51,South,248.639,,36 x WBA,168.61,13.45,268.98,,,,298.93,23.84,476.87,,,
1047,1047,2020,FL,0.406,0.343,0.43467262029246,234.59,32.0,275.0,683.9,South,248.639,,"1½ x HQW; minimum $3,400; wages in 2 qtrs",157.75,21.52,184.93,,,,279.67,38.15,327.85,,,
1048,1048,2020,GA,0.444,0.399,1.2062303393088,262.09,55.0,365.0,657.13,South,248.639,,Wages in 2 qtrs & 150% x HQW or HQW divided by 21 for WBA w/ total earnings in 2 qtrs totaling at least 40 x WBA,176.25,36.99,245.45,,,,312.46,65.57,435.15,,,
1053,1053,2020,IN,0.351,0.326,0.61591722219979,233.81,37.0,390.0,716.85,Midwest,240.04,,"1½ x HQW totaling at least $2,500 in last 2 qtrs; not less than $4,200 in BP",163.93,25.94,273.44,,,,275.42,43.58,459.41,,,
1058,1058,2020,MD,0.489,0.443,0.64565424842932,319.96,50.0,430.0,722.5,South,248.639,,"1½ x HQW; $1,176.01 in HQ; $1,800 in 2 qtrs",215.16,33.62,289.16,,,,381.45,59.61,512.64,,,
1060,1060,2020,MI,0.449,0.365,0.78111644666346,307.5,150.0,362.0,841.71,Midwest,240.04,,"Total BPW = 1½ x HQW; wages in at least 2 BP qtrs; at least $3,667 in HQ; or wages in at least 2 BP qtrs; BPW at least 20 x State AWW ($1,022.92) or $20,458.40",215.6,105.17,253.81,,,,362.23,176.7,426.43,,,
1062,1062,2020,MO,0.4,0.348,0.58607530588876,245.47,35.0,320.0,704.8,Midwest,240.04,,"1½ x HQW; $1,500 in 1 qtr; or wages in 2 qtrs of BP = 1½ maximum taxable wage base",172.11,24.54,224.36,,,,289.16,41.23,376.95,,,
1063,1063,2020,MS,0.375,0.35,0.81930289958799,186.74,30.0,235.0,533.62,South,248.639,,40 x WBA; $780 in HQ; wages in 2 qtrs,125.58,20.17,158.03,,,,222.63,35.77,280.16,,,
1068,1068,2020,NH,0.422,0.363,0.66144383076629,274.36,32.0,427.0,756.49,Northeast,272.908,,"$2,800; $1,400 in each of 2 qtrs",180.35,21.04,280.69,,,,315.46,36.79,490.96,,,
1072,1072,2020,NY,0.418,0.339,1.0234679673733,344.15,104.0,504.0,1014.71,Northeast,272.908,,"1½ x HQW; $2,600 in HQ",226.23,68.37,331.31,,,,395.7,119.58,579.49,,,
1081,1081,2020,TN,0.379,0.327,0.56678540037861,217.62,30.0,275.0,666.37,South,248.639,,40 x WBA; $780.01 avg wages in highest 2 qtrs; BPW outside HQW > the lesser of 6 x WBA or $900,146.34,20.17,184.93,,,,259.44,35.77,327.85,,,
1084,1084,2020,VA,0.407,0.346,0.67582733506757,277.08,60.0,378.0,799.92,South,248.639,,"$3,000 in highest 2 qtrs of BP",186.33,40.35,254.19,,,,330.33,71.53,450.64,,,
1087,1087,2020,WI,0.417,0.374,0.7407936880207,305.44,54.0,370.0,816.16,Midwest,240.04,,"35 x WBA, HQ >$1,350 and 4 x WBA outside HQ",214.15,37.86,259.42,,,,359.8,63.61,435.85,,,
1090,1090,2021,AK,0.306,0.273,0.40828243352112,258.88,56.0,370.0,946.65,West,287.494,,"$2,500; wages in 2 qtrs, at least $250 outside HQ",157.4,34.05,224.96,,,,291.6,63.08,416.77,,,
1091,1091,2021,AL,0.454,0.361,0.19795207855625,259.02,45.0,275.0,717.63,South,261.259,,1½ x HQW,165.77,28.8,175.99,,,,293.88,51.06,312.01,,,
1093,1093,2021,AZ,0.342,0.287,0.22975105874546,237.44,190.0,240.0,828.53,West,287.494,,1½ x HQW and 390 x minimum wage in effect in 1 qtr; or wages in 2 qtrs with wages in 1 qtr sufficient to qualify for maximum WBA and total BPW ≥ taxable wage base,144.37,115.52,145.92,,,,267.45,214.02,270.34,,,
1094,1094,2021,CA,0.416,0.347,0.42866496341158,331.4,40.0,450.0,955.58,West,287.494,,"$1,300 in HQ, or $900 in HQ with BPW = 1¼ x HQ",201.5,24.32,273.61,,,,373.29,45.06,506.88,,,
1098,1098,2021,DE,0.381,0.347,0.33837293514108,283.69,20.0,400.0,816.67,South,261.259,,36 x WBA,181.56,12.8,255.99,,,,321.87,22.69,453.84,,,
